,id,date,code,name,open,high,low,close,volume,money,change_pct
0,1875509,2020-04-21,801180,房地产,3770.18,3780.29,3718.24,3742.3,1795713153.0,12415626612.25,-1.2
1,1874977,2020-04-20,801180,房地产,3795.59,3795.59,3740.11,3787.63,1661813750.0,12143667560.24,-0.12
2,1874445,2020-04-17,801180,房地产,3798.91,3814.18,3781.34,3792.28,1709374102.0,11765396877.02,0.38
3,1873913,2020-04-16,801180,房地产,3761.12,3784.63,3749.11,3777.82,1564966315.0,10130785822.39,0.34
4,1873381,2020-04-15,801180,房地产,3811.38,3811.39,3759.06,3764.87,1625887979.0,10612717329.87,-1.41
5,1872855,2020-04-14,801180,房地产,3760.81,3822.86,3760.75,3818.68,1756106991.0,12062715249.52,1.87
6,1872323,2020-04-13,801180,房地产,3739.31,3753.76,3726.49,3748.64,1519624126.0,9362733012.35,-0.17
7,1871791,2020-04-10,801180,房地产,3786.74,3817.03,3743.2,3754.97,2054082884.0,12731927157.48,-0.45
8,1871259,2020-04-09,801180,房地产,3797.09,3799.23,3766.31,3772.0,1659861173.0,10177709287.04,-0.22
9,1870727,2020-04-08,801180,房地产,3779.77,3789.06,3756.82,3780.17,1612637931.0,10464238154.5,-0.47
10,1870195,2020-04-07,801180,房地产,3799.61,3803.51,3774.04,3797.86,1951551330.0,13267620498.76,1.45
11,1869663,2020-04-03,801180,房地产,3737.39,3761.12,3723.11,3743.63,1417760919.0,9702923942.14,-0.1
12,1869131,2020-04-02,801180,房地产,3690.23,3747.22,3687.43,3747.22,1446033270.0,9821637328.34,1.0
13,1868599,2020-04-01,801180,房地产,3706.05,3763.77,3702.23,3709.99,1512636849.0,11766853463.14,0.63
14,1868067,2020-03-31,801180,房地产,3750.15,3755.0,3671.0,3686.79,1566835891.0,11299920631.83,-0.91
15,1867535,2020-03-30,801180,房地产,3720.95,3749.17,3699.04,3720.48,1899142492.0,13697766434.72,-1.3
16,1867003,2020-03-27,801180,房地产,3782.24,3825.84,3757.97,3769.52,2217672277.0,15141085790.34,0.96
17,1866471,2020-03-26,801180,房地产,3735.01,3772.2,3720.7,3733.56,2098434374.0,13402876814.65,-1.06
18,1865939,2020-03-25,801180,房地产,3681.55,3784.49,3661.14,3773.74,2995667834.0,20616166955.96,4.33
19,1865407,2020-03-24,801180,房地产,3600.24,3620.89,3546.7,3617.28,2114686926.0,14331703461.09,2.21
20,1864875,2020-03-23,801180,房地产,3575.56,3599.3,3533.69,3539.12,2108353780.0,13953126502.95,-4.04
21,1864343,2020-03-20,801180,房地产,3639.91,3690.98,3608.61,3688.25,2309918175.0,16450251954.8,2.36
22,1863811,2020-03-19,801180,房地产,3644.6,3668.22,3509.74,3603.12,2777822438.0,20339001084.09,-2.05
23,1863279,2020-03-18,801180,房地产,3808.63,3833.93,3675.88,3678.42,2869427609.0,21440485834.05,-3.65
24,1862747,2020-03-17,801180,房地产,3863.81,3912.47,3738.51,3817.76,2928066968.0,18547192525.46,-1.24
25,1862215,2020-03-16,801180,房地产,4002.89,4002.89,3852.12,3865.56,3278603094.0,20608869254.48,-2.89
26,1861683,2020-03-13,801180,房地产,3844.23,3997.28,3827.11,3980.8,2953562042.0,19237235766.49,-1.17
27,1861151,2020-03-12,801180,房地产,4035.95,4065.49,3993.1,4027.86,2575505952.0,16586709373.25,-1.33
28,1860619,2020-03-11,801180,房地产,4121.23,4146.84,4082.08,4082.08,2817534587.0,18297723467.34,-0.78
29,1860087,2020-03-10,801180,房地产,4035.14,4116.4,3996.75,4114.09,3069009630.0,20467759167.62,1.36
30,1859555,2020-03-09,801180,房地产,4104.6,4104.6,4056.14,4058.77,3403319622.0,23541331620.33,-2.86
31,1859023,2020-03-06,801180,房地产,4230.24,4234.81,4166.78,4178.43,3705193861.0,23311236813.27,-2.54
32,1858491,2020-03-05,801180,房地产,4229.59,4302.86,4219.79,4287.2,4834115608.0,31967797610.12,0.77
33,1857959,2020-03-04,801180,房地产,4119.5,4265.29,4090.8,4254.31,4670025203.0,31797716001.83,3.39
34,1857427,2020-03-03,801180,房地产,4154.02,4169.31,4073.32,4114.67,3354255488.0,24043894419.86,0.09
35,1856895,2020-03-02,801180,房地产,3960.79,4129.49,3960.79,4111.12,3332420042.0,26015355995.57,4.56
36,1856363,2020-02-28,801180,房地产,3935.02,4039.81,3923.34,3931.95,3311830811.0,23762349851.18,-1.89
37,1855831,2020-02-27,801180,房地产,4063.76,4064.2,4000.29,4007.73,2940001004.0,20304819112.31,-1.09
38,1855299,2020-02-26,801180,房地产,3915.36,4129.79,3911.46,4051.89,4526579738.0,32677306437.45,2.17
39,1854767,2020-02-25,801180,房地产,3916.47,3983.11,3886.14,3965.87,3402443196.0,23228072688.95,0.05
40,1854235,2020-02-24,801180,房地产,3997.55,3997.61,3927.77,3964.05,3012367505.0,20855887656.97,-1.27
41,1853703,2020-02-21,801180,房地产,4044.41,4044.41,4001.0,4015.0,2923895048.0,20673996734.68,-0.88
42,1853171,2020-02-20,801180,房地产,4002.01,4050.52,3970.63,4050.52,2977456927.0,20322001680.13,1.04
43,1852639,2020-02-19,801180,房地产,3992.9,4039.17,3987.45,4008.72,2697161852.0,17411457026.05,0.23
44,1852107,2020-02-18,801180,房地产,4019.05,4019.16,3970.33,3999.71,2699933297.0,18332031558.8,-0.94
