,id,date,code,name,open,high,low,close,volume,money,change_pct
0,1875560,2020-04-21,801230,综合,2171.89,2172.23,2135.67,2169.75,605234526.0,4756337821.43,-0.56
1,1875028,2020-04-20,801230,综合,2164.47,2181.99,2164.38,2181.99,558400336.0,3722823274.59,1.13
2,1874496,2020-04-17,801230,综合,2158.95,2186.28,2155.72,2157.57,562643938.0,3968166017.65,0.22
3,1873964,2020-04-16,801230,综合,2138.6,2155.09,2136.28,2152.85,523113405.0,3446745752.32,0.09
4,1873432,2020-04-15,801230,综合,2157.45,2172.07,2145.99,2150.91,579318778.0,3664884253.47,-0.59
5,1872906,2020-04-14,801230,综合,2128.66,2163.57,2128.34,2163.57,484976097.0,3488959945.23,2.06
6,1872374,2020-04-13,801230,综合,2126.95,2133.97,2106.34,2119.83,555260418.0,3888691532.14,-0.8
7,1871842,2020-04-10,801230,综合,2179.54,2179.54,2132.08,2136.98,646586481.0,4219938564.09,-2.26
8,1871310,2020-04-09,801230,综合,2158.36,2194.55,2157.15,2186.41,684148111.0,4508968810.51,1.51
9,1870778,2020-04-08,801230,综合,2153.72,2163.21,2139.03,2153.86,698837328.0,5060148639.31,-0.65
10,1870246,2020-04-07,801230,综合,2136.38,2172.29,2125.86,2167.88,761454833.0,5630583622.68,2.99
11,1869714,2020-04-03,801230,综合,2083.0,2106.99,2080.99,2104.95,597974505.0,4526103953.56,1.02
12,1869182,2020-04-02,801230,综合,2034.51,2083.71,2027.21,2083.71,496226299.0,3372676360.5,1.97
13,1868650,2020-04-01,801230,综合,2055.77,2077.89,2038.11,2043.49,547895399.0,3390696386.22,-1.17
14,1868118,2020-03-31,801230,综合,2065.8,2082.39,2058.18,2067.59,590096569.0,3621599208.71,0.5
15,1867586,2020-03-30,801230,综合,2066.77,2076.66,2045.27,2057.37,596341904.0,4252047684.52,-1.52
16,1867054,2020-03-27,801230,综合,2125.65,2125.65,2088.65,2089.23,558547938.0,3947095854.98,-0.64
17,1866522,2020-03-26,801230,综合,2104.36,2131.84,2092.17,2102.67,727175714.0,4842715250.7,-0.77
18,1865990,2020-03-25,801230,综合,2074.81,2122.93,2066.21,2119.03,750406071.0,5277949353.37,3.73
19,1865458,2020-03-24,801230,综合,2020.68,2045.29,1993.91,2042.76,677535893.0,4714289050.27,2.68
20,1864926,2020-03-23,801230,综合,2057.77,2061.28,1988.64,1989.5,636141727.0,4562537797.37,-5.32
21,1864394,2020-03-20,801230,综合,2098.72,2109.6,2071.18,2101.19,512079562.0,3849498757.33,1.05
22,1863862,2020-03-19,801230,综合,2097.39,2110.69,2040.48,2079.31,686039758.0,5178584476.36,-1.32
23,1863330,2020-03-18,801230,综合,2147.77,2186.3,2107.19,2107.19,724639935.0,5757874376.56,-1.65
