,id,date,code,name,open,high,low,close,volume,money,change_pct
0,1875695,2020-04-21,801120,食品饮料,15793.13,15793.16,15504.94,15612.88,1284120788.0,23509120711.37,-1.62
1,1875163,2020-04-20,801120,食品饮料,15797.95,15869.78,15744.39,15869.78,1014390607.0,19685910338.04,0.66
2,1874631,2020-04-17,801120,食品饮料,15708.18,15886.58,15662.77,15766.21,1167332843.0,25434882171.06,1.16
3,1874099,2020-04-16,801120,食品饮料,15597.76,15644.76,15522.67,15585.94,1046779327.0,19506372765.51,-0.28
4,1873567,2020-04-15,801120,食品饮料,15770.07,15821.74,15598.1,15629.25,1263730460.0,22256749121.55,-0.57
5,1873041,2020-04-14,801120,食品饮料,15561.37,15733.37,15445.72,15719.63,1101427642.0,22483154535.17,1.75
6,1872509,2020-04-13,801120,食品饮料,15450.14,15534.6,15298.22,15449.42,1136524558.0,17631123232.47,-0.35
7,1871977,2020-04-10,801120,食品饮料,15480.28,15774.34,15443.98,15504.03,1687220692.0,25913844400.16,0.06
8,1871445,2020-04-09,801120,食品饮料,15470.8,15524.14,15390.39,15494.84,1639765584.0,23747148655.39,0.7
9,1870913,2020-04-08,801120,食品饮料,15371.35,15451.61,15308.72,15387.54,1842910384.0,24511750011.79,-0.44
10,1870381,2020-04-07,801120,食品饮料,15266.84,15519.08,15266.84,15455.44,1867359524.0,33051636078.42,2.99
11,1869849,2020-04-03,801120,食品饮料,14952.51,15146.95,14895.95,15006.97,1368738966.0,21741672096.56,0.19
12,1869317,2020-04-02,801120,食品饮料,14655.67,14979.25,14655.67,14979.25,1294704114.0,23628207737.17,1.7
13,1868785,2020-04-01,801120,食品饮料,14914.75,14963.27,14700.98,14728.91,1706989558.0,27253546269.26,-1.15
14,1868253,2020-03-31,801120,食品饮料,14548.49,14908.43,14542.12,14900.04,1634205477.0,29708446595.61,3.46
15,1867721,2020-03-30,801120,食品饮料,14310.32,14485.41,14288.8,14401.85,1176269111.0,23524384617.89,-0.74
16,1867189,2020-03-27,801120,食品饮料,14512.62,14696.35,14509.07,14509.07,1157904623.0,25853264917.44,1.31
17,1866657,2020-03-26,801120,食品饮料,14222.77,14512.75,14192.5,14321.07,1272074803.0,24261802624.61,-0.02
18,1866125,2020-03-25,801120,食品饮料,14364.16,14382.14,14201.48,14323.55,1377058292.0,28120932656.6,2.4
19,1865593,2020-03-24,801120,食品饮料,13726.8,14000.6,13686.82,13987.33,1151921569.0,27013080123.23,3.95
20,1865061,2020-03-23,801120,食品饮料,13333.01,13596.72,13309.95,13456.01,905872655.0,22422315310.0,-2.3
21,1864529,2020-03-20,801120,食品饮料,13438.88,13830.49,13438.54,13772.91,942952453.0,25839578765.51,3.65
22,1863997,2020-03-19,801120,食品饮料,13448.16,13602.66,12939.6,13288.29,1040739835.0,34475006102.67,-2.02
