,id,date,code,name,open,high,low,close,volume,money,change_pct
0,1875478,2020-04-21,801710,建筑材料,6925.84,7019.22,6874.27,6992.43,1112108137.0,13735961648.53,0.29
1,1874946,2020-04-20,801710,建筑材料,6857.48,6993.98,6857.12,6972.55,1180728296.0,15679134943.99,2.74
2,1874414,2020-04-17,801710,建筑材料,6715.8,6885.37,6702.08,6786.62,1056134007.0,13735627278.29,1.5
3,1873882,2020-04-16,801710,建筑材料,6679.35,6689.15,6638.58,6686.25,650668207.0,8206805452.93,-0.83
4,1873350,2020-04-15,801710,建筑材料,6848.79,6848.79,6732.59,6742.55,844184702.0,10799231790.87,-1.99
5,1872824,2020-04-14,801710,建筑材料,6790.78,6879.4,6765.33,6879.4,810736057.0,11216466506.49,1.13
6,1872292,2020-04-13,801710,建筑材料,6633.84,6830.76,6629.65,6802.4,813730796.0,11281078071.22,2.08
7,1871760,2020-04-10,801710,建筑材料,6778.97,6790.48,6636.46,6664.02,779947036.0,9859142785.19,-1.32
8,1871228,2020-04-09,801710,建筑材料,6753.29,6792.27,6701.92,6752.94,760139450.0,9705019956.37,0.5
9,1870696,2020-04-08,801710,建筑材料,6671.49,6740.28,6631.72,6719.18,839209354.0,11311222363.85,0.05
10,1870164,2020-04-07,801710,建筑材料,6503.29,6748.07,6503.29,6715.74,1114564499.0,16602396879.72,5.17
11,1869632,2020-04-03,801710,建筑材料,6402.52,6459.51,6360.05,6385.48,671350975.0,8186679143.75,-0.71
12,1869100,2020-04-02,801710,建筑材料,6344.31,6431.15,6297.03,6431.15,736642532.0,9076431844.38,0.58
13,1868568,2020-04-01,801710,建筑材料,6391.76,6509.7,6373.06,6394.12,862180372.0,10037145558.01,-0.28
14,1868036,2020-03-31,801710,建筑材料,6502.36,6502.36,6395.02,6412.09,724624124.0,8986584777.09,-0.56
15,1867504,2020-03-30,801710,建筑材料,6402.08,6496.76,6365.35,6448.09,809509357.0,10464452563.68,-0.58
16,1866972,2020-03-27,801710,建筑材料,6462.72,6571.71,6419.11,6485.65,970756419.0,12292580960.09,1.36
17,1866440,2020-03-26,801710,建筑材料,6456.7,6518.06,6385.58,6398.73,855109169.0,10268780918.4,-2.08
18,1865908,2020-03-25,801710,建筑材料,6603.34,6603.34,6451.97,6534.75,1025830411.0,13186723063.45,1.39
19,1865376,2020-03-24,801710,建筑材料,6394.43,6476.3,6284.08,6445.18,1049740580.0,13522670881.01,2.92
20,1864844,2020-03-23,801710,建筑材料,6191.41,6391.61,6191.41,6262.38,1032534505.0,13339816491.07,-2.11
21,1864312,2020-03-20,801710,建筑材料,6233.81,6404.55,6185.88,6397.27,1048749722.0,13669582498.2,4.03
22,1863780,2020-03-19,801710,建筑材料,6184.08,6252.23,5949.9,6149.19,936616954.0,12108460942.45,-0.58
23,1863248,2020-03-18,801710,建筑材料,6241.88,6441.0,6185.06,6185.06,1124756772.0,14220078243.91,0.2
24,1862716,2020-03-17,801710,建筑材料,6243.65,6325.73,5954.46,6172.44,984319197.0,11893914648.15,-0.13
25,1862184,2020-03-16,801710,建筑材料,6510.18,6510.18,6161.61,6180.45,1080459643.0,12558559234.26,-4.24
26,1861652,2020-03-13,801710,建筑材料,6224.97,6554.72,6193.9,6454.24,1113309343.0,12677853657.77,-1.6
27,1861120,2020-03-12,801710,建筑材料,6586.29,6634.31,6494.8,6559.36,1020302018.0,11555765029.5,-2.01
28,1860588,2020-03-11,801710,建筑材料,6808.56,6808.56,6693.63,6693.63,1149472075.0,12772809916.17,-1.85
29,1860056,2020-03-10,801710,建筑材料,6530.96,6824.58,6530.96,6820.0,1376143623.0,16528501400.27,3.23
30,1859524,2020-03-09,801710,建筑材料,6730.94,6779.17,6606.39,6606.39,1484023382.0,16872474346.48,-3.79
31,1858992,2020-03-06,801710,建筑材料,6957.85,7007.43,6866.6,6866.95,1440013514.0,16909399091.65,-2.85
32,1858460,2020-03-05,801710,建筑材料,7082.0,7143.64,7010.98,7068.72,1907541270.0,21106398254.34,0.24
33,1857928,2020-03-04,801710,建筑材料,6798.83,7061.72,6798.83,7051.64,1900371757.0,22485817188.63,2.18
