,id,date,code,name,open,high,low,close,volume,money,change_pct
0,1875664,2020-04-21,801150,医药生物,9450.71,9454.28,9295.54,9365.59,5231287197.0,87236603160.69,-0.88
1,1875132,2020-04-20,801150,医药生物,9335.59,9465.8,9335.59,9448.86,5009049308.0,84447168564.34,1.57
2,1874600,2020-04-17,801150,医药生物,9444.97,9468.07,9286.53,9303.15,5874768785.0,97682086854.43,-1.13
3,1874068,2020-04-16,801150,医药生物,9296.25,9469.19,9264.41,9409.34,6454554700.0,95977085777.34,0.75
4,1873536,2020-04-15,801150,医药生物,9297.15,9445.6,9292.43,9339.69,6468160290.0,94841438481.91,0.3
5,1873010,2020-04-14,801150,医药生物,9192.21,9314.45,9054.74,9311.3,5042908424.0,81009505223.51,1.74
6,1872478,2020-04-13,801150,医药生物,9075.68,9228.78,9058.45,9152.29,4668230296.0,70114156804.05,0.74
7,1871946,2020-04-10,801150,医药生物,9201.99,9343.88,9071.87,9085.21,5508983711.0,85796096572.72,-1.44
8,1871414,2020-04-09,801150,医药生物,9008.55,9247.75,8990.19,9217.58,5347828397.0,87750690642.28,2.71
9,1870882,2020-04-08,801150,医药生物,8936.59,9032.7,8870.22,8974.75,5070936904.0,78154912628.52,-0.03
10,1870350,2020-04-07,801150,医药生物,8834.14,8982.61,8794.33,8977.88,4677924190.0,78912904981.88,2.89
11,1869818,2020-04-03,801150,医药生物,8634.38,8789.46,8634.38,8725.89,3775574484.0,65445401078.33,1.04
12,1869286,2020-04-02,801150,医药生物,8510.63,8636.28,8443.67,8636.28,3303502296.0,56430812771.25,1.29
13,1868754,2020-04-01,801150,医药生物,8637.33,8651.07,8522.33,8526.48,3527569368.0,59301256221.58,-1.59
14,1868222,2020-03-31,801150,医药生物,8625.17,8676.71,8582.35,8663.89,3574582813.0,63501713160.98,0.8
15,1867690,2020-03-30,801150,医药生物,8662.78,8770.94,8559.62,8595.36,4323201377.0,75403587623.8,-1.33
16,1867158,2020-03-27,801150,医药生物,8862.54,8899.04,8706.59,8711.51,4508436363.0,80927758796.42,-0.46
17,1866626,2020-03-26,801150,医药生物,8533.88,8767.61,8500.67,8751.72,5473071532.0,87733983812.95,2.14
18,1866094,2020-03-25,801150,医药生物,8437.48,8579.42,8384.09,8568.27,4661565389.0,74119786339.27,3.53
